W	F	01:16:00	01:23:00
W	E	01:24:00	01:31:00
W	D	01:32:00	01:40:00
W	C	01:41:00	02:02:00
W	B	02:03:00	02:50:00
W	A	02:51:00	05:51:00
X	X	00:00:00	00:02:00
X	W	00:03:00	00:05:00
X	V	00:06:00	00:08:00
X	U	00:09:00	00:11:00
X	T	00:12:00	00:15:00
X	S	00:16:00	00:18:00
X	R	00:19:00	00:22:00
X	Q	00:23:00	00:26:00
X	P	00:27:00	00:30:00
X	O	00:31:00	00:34:00
X	N	00:35:00	00:39:00
X	M	00:40:00	00:43:00
X	L	00:44:00	00:48:00
X	K	00:49:00	00:53:00
X	J	00:54:00	00:59:00
X	I	01:00:00	01:05:00
X	H	01:06:00	01:11:00
X	G	01:12:00	01:18:00
X	F	01:19:00	01:26:00
X	E	01:27:00	01:34:00
X	D	01:35:00	01:43:00
X	C	01:44:00	02:05:00
X	B	02:06:00	02:53:00
X	A	02:54:00	05:54:00
Y	Y	00:00:00	00:02:00
Y	X	00:03:00	00:05:00
Y	W	00:06:00	00:08:00
Y	V	00:09:00	00:11:00
Y	U	00:12:00	00:14:00
Y	T	00:15:00	00:18:00
Y	S	00:19:00	00:21:00
Y	R	00:22:00	00:25:00
Y	Q	00:26:00	00:29:00
Y	P	00:30:00	00:33:00
Y	O	00:34:00	00:37:00
Y	N	00:38:00	00:41:00
Y	M	00:42:00	00:46:00
Y	L	00:47:00	00:51:00
Y	K	00:52:00	00:56:00
Y	J	00:57:00	06:00:00
Y	I	01:03:00	01:08:00
Y	H	01:09:00	01:14:00
Y	G	01:15:00	01:21:00
Y	F	01:22:00	01:29:00
Y	E	01:30:00	01:37:00
Y	D	01:38:00	01:46:00
Y	C	01:47:00	02:08:00
Y	B	02:09:00	02:56:00
Y	A	02:57:00	05:57:00
Z	Z	00:00:00	00:02:00
Z	Y	00:03:00	00:05:00
Z	X	00:06:00	00:08:00
Z	W	00:09:00	00:11:00
Z	V	00:12:00	00:14:00
Z	U	00:15:00	00:17:00
Z	T	00:18:00	00:20:00
Z	S	00:21:00	00:24:00
Z	R	00:25:00	00:28:00
Z	Q	00:29:00	00:31:00
Z	P	00:32:00	00:35:00
Z	O	00:36:00	00:40:00
Z	N	00:41:00	00:44:00
Z	M	00:45:00	00:49:00
Z	L	00:50:00	00:54:00
Z	K	00:55:00	00:59:00
Z	J	01:00:00	01:05:00
Z	I	01:06:00	01:11:00
Z	H	01:12:00	01:17:00
Z	G	01:18:00	01:24:00
Z	F	01:25:00	01:31:00
Z	E	01:32:00	01:40:00
Z	D	01:41:00	01:49:00
Z	C	01:50:00	02:11:00
Z	B	02:12:00	02:59:00
Z	A	03:00:00	06:00:00
